#
# This mask was generated by ch_frb_rfi/scripts/convert-bad-channel-mask.py
# on 2018-11-02.
#
799.609375,800.0
799.21875,799.609375
798.828125,799.21875
798.4375,798.828125
798.046875,798.4375
786.71875,787.109375
786.328125,786.71875
784.375,784.765625
782.03125,782.421875
780.078125,780.46875
779.296875,779.6875
775.390625,775.78125
774.609375,775.0
771.875,772.265625
767.96875,768.359375
767.578125,767.96875
762.890625,763.28125
762.109375,762.5
761.71875,762.109375
760.15625,760.546875
758.984375,759.375
758.59375,758.984375
758.203125,758.59375
757.8125,758.203125
757.421875,757.8125
757.03125,757.421875
756.640625,757.03125
756.25,756.640625
755.859375,756.25
755.46875,755.859375
755.078125,755.46875
754.6875,755.078125
754.296875,754.6875
753.90625,754.296875
753.515625,753.90625
753.125,753.515625
752.734375,753.125
752.34375,752.734375
751.953125,752.34375
751.5625,751.953125
751.171875,751.5625
750.78125,751.171875
744.53125,744.921875
744.140625,744.53125
743.75,744.140625
743.359375,743.75
742.96875,743.359375
742.578125,742.96875
742.1875,742.578125
741.796875,742.1875
741.40625,741.796875
741.015625,741.40625
740.625,741.015625
740.234375,740.625
739.84375,740.234375
739.453125,739.84375
739.0625,739.453125
738.671875,739.0625
738.28125,738.671875
737.890625,738.28125
737.5,737.890625
737.109375,737.5
736.71875,737.109375
736.328125,736.71875
735.9375,736.328125
735.546875,735.9375
735.15625,735.546875
734.765625,735.15625
734.375,734.765625
733.984375,734.375
733.59375,733.984375
733.203125,733.59375
732.8125,733.203125
732.421875,732.8125
732.03125,732.421875
731.640625,732.03125
731.25,731.640625
730.859375,731.25
730.46875,730.859375
730.078125,730.46875
727.34375,727.734375
725.0,725.390625
722.265625,722.65625
720.3125,720.703125
714.84375,715.234375
713.671875,714.0625
712.5,712.890625
711.71875,712.109375
711.328125,711.71875
707.03125,707.421875
702.734375,703.125
701.953125,702.34375
700.0,700.390625
699.609375,700.0
696.09375,696.484375
695.3125,695.703125
694.921875,695.3125
694.53125,694.921875
692.96875,693.359375
691.796875,692.1875
686.71875,687.109375
684.375,684.765625
680.859375,681.25
680.078125,680.46875
679.296875,679.6875
675.390625,675.78125
674.609375,675.0
671.875,672.265625
667.96875,668.359375
667.578125,667.96875
662.890625,663.28125
660.15625,660.546875
657.421875,657.8125
656.640625,657.03125
655.078125,655.46875
653.90625,654.296875
650.78125,651.171875
649.609375,650.0
648.4375,648.828125
646.09375,646.484375
635.546875,635.9375
633.203125,633.59375
627.34375,627.734375
625.0,625.390625
622.265625,622.65625
620.3125,620.703125
614.84375,615.234375
612.5,612.890625
611.71875,612.109375
611.328125,611.71875
605.46875,605.859375
602.734375,603.125
601.953125,602.34375
600.0,600.390625
599.609375,600.0
596.09375,596.484375
591.796875,592.1875
586.71875,587.109375
584.375,584.765625
583.59375,583.984375
583.203125,583.59375
582.8125,583.203125
582.421875,582.8125
582.03125,582.421875
581.640625,582.03125
581.25,581.640625
580.859375,581.25
580.46875,580.859375
580.078125,580.46875
579.6875,580.078125
579.296875,579.6875
578.90625,579.296875
578.515625,578.90625
578.125,578.515625
577.734375,578.125
577.34375,577.734375
576.953125,577.34375
576.5625,576.953125
576.171875,576.5625
575.78125,576.171875
575.390625,575.78125
575.0,575.390625
574.609375,575.0
574.21875,574.609375
573.828125,574.21875
573.4375,573.828125
573.046875,573.4375
572.65625,573.046875
572.265625,572.65625
571.875,572.265625
571.484375,571.875
571.09375,571.484375
